Ordens ;Protocolo;Resposta ;custas;motivo do atraso
#154653/412;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/413;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/414;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/415;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/416;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/417;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/418;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/419;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/420;;6 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/421;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/422;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/423;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/424;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/425;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/426;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/427;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/428;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/429;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/430;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/431;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/432;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/433;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/434;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/435;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/436;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/437;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/438;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/439;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/440;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/441;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/442;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/443;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/444;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/445;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/446;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/447;;6 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/448;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/449;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/450;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/451;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/452;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/453;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/454;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/455;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/456;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/457;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/458;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/459;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/460;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/461;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/462;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/463;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/464;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/465;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/466;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/467;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/468;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/469;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/470;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/471;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/472;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/473;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/474;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/475;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/476;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/477;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/478;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/479;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/480;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/481;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/482;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/483;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/484;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/485;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/486;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/487;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/488;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/489;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/490;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/491;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/492;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/493;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/494;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/495;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/496;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/497;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/498;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/499;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/500;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/501;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/502;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/503;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/504;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/505;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/506;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/507;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/508;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/509;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/510;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/511;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/512;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/513;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/514;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/515;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/516;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/517;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/518;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/519;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/520;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/521;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/522;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/523;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/524;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/525;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/526;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/527;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/528;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/529;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/530;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/531;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/532;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/533;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/534;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/535;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/536;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/537;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/538;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/539;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/540;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/541;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/542;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/543;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/544;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/545;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/546;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/547;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/548;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/549;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/550;;11 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/551;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/552;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/553;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/554;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/555;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/556;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/557;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/558;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/559;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/560;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/561;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/562;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/563;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/564;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/565;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/566;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/567;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/568;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/569;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/570;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/571;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/572;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/573;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/574;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/575;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/576;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/577;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/578;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/579;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/580;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/581;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/582;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/583;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/584;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/585;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/586;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/587;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/588;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/589;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/590;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/591;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/592;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/593;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/594;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/595;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/596;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/597;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/598;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/599;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/600;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/601;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/602;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/603;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/604;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/605;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/606;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/607;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/608;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/609;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/610;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/611;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/612;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/613;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/614;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/615;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/616;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/617;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/618;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/619;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/620;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/621;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/622;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/623;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/624;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/625;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/626;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/627;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/628;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/629;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/630;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/631;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/632;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/633;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/634;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/635;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/636;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/637;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/638;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/639;;11 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/640;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/641;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/642;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/643;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/644;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/645;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/646;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/647;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/648;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/649;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/650;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/651;;6 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/652;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/653;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/654;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/655;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/656;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/657;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/658;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/659;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/660;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/661;;9 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/662;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/663;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/664;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/665;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/666;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/667;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/668;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/669;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/670;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/671;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/672;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/673;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/674;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/675;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/676;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/677;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/678;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/679;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/680;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/681;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/682;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/683;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/684;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/685;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/686;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/687;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/688;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/689;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/690;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/691;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/692;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/693;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/694;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/695;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/696;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/697;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/698;;6 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/699;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/700;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/701;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/702;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/703;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/704;;6 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/705;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/706;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/707;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/708;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/709;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/710;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/711;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/712;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/713;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/714;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/715;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/716;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/717;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/718;;6 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/719;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/720;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/721;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/722;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/723;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/724;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/725;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/726;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/727;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/728;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/729;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/730;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/731;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/732;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/733;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/734;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/735;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/736;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/737;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/738;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/739;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/740;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/741;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/742;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/743;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/744;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/745;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/746;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/747;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/748;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/749;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/750;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/751;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/752;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/753;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/754;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/755;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/756;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/757;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/758;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/759;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/760;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/761;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/762;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/763;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/764;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/765;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/766;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/767;;7 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/768;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/769;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/770;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/771;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/772;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/773;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/774;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/775;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/776;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/777;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/778;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/779;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/780;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/781;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/782;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/783;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/784;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/785;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/786;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/787;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/788;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/789;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/790;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/791;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/792;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/793;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/794;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/795;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/796;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/797;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/798;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/799;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/800;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/801;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/802;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/803;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/804;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/805;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/806;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/807;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/808;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/809;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/810;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/811;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/812;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/813;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/814;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/815;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/816;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/817;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/818;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/819;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/820;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/821;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/822;;Negativa ;;Detran não emitiu a certidão na data prometida 
