0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    13062014                                                                                                                                                                                                                                                                                                                                                                                                000001
1045421005424DIR_CREDIT     SAO LUCAS MEDICO HOSPITALAR LTDA        013360276000122UNIMED SERGIPE - COOP DE TRAB MEDICO    RUA SOCORRO 100_ SAO JOSE               ARACAJU                                 49015300SE4761700001                                                                                                                                          012587134           01052003000000852505/2003     21052014000404Contrato de prestação de serviços hospitalares aos beneficiários dos planos de saúde operacionalizados pela contratante.                                                                                                                        013131370000100305572-1      000002
1008421002710DIR_CREDIT     OCS MIN E EMPREENDIMENTOS LTDA          034230979005418SUPERMIX CONCRETO S/A                   R PROF. JOSE VIEIRA DE MENDONçA, 1121   BELO HORIZONTE                          31310260MG4764200001                                                                                                                                          012577187           100120070000012817            22052014000404fornecimento de material produzido pela OCS-Mineração e EmpreendimentosLtda,a saber Brita 19mm,Brita 9,5mm e areia grossa de Brita,todos fornecidos e oferecidos em forma de tonelada.                                                          007323439000102305572-2      000003
1014421024990DIR_CREDIT     FLAVIO MOVEIS LTDA                      027406222000165DACASA FINANCEIRA S/A                   AV NOSSA SENHORA DA PENHA, 2035         VITORIA                                 29056245ES4765500001                                                                                                                                          012586461           010620070000023670S/NR        22052014000403recebíveis do cartão de crédito Private Label denominado CartãoPalladium Móveis - DACASA.                                                                                                                                                       005107922000116305572-3      000004
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041557349000106DIAGA COMERCIO DE ALIMENTOS E REPR      R MACEIO , 1460                         FORTALEZA                               60521105CE47946000020002012701P7634202  21052014900BRADESCO S/A        2107201400000000000095160CC                                                                                                                                                                                                                                                                                                                                                                                           305572-115    000116
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041557349000106DIAGA COMERCIO DE ALIMENTOS E REPR      R MACEIO , 1460                         FORTALEZA                               60521105CE47946000030002013501P7634203  21052014900BRADESCO S/A        1808201400000000000095160CC                                                                                                                                                                                                                                                                                                                                                                                           305572-116    000117
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041557349000106DIAGA COMERCIO DE ALIMENTOS E REPR      R MACEIO , 1460                         FORTALEZA                               60521105CE47946000040002014301P7634204  21052014900BRADESCO S/A        1709201400000000000095160CC                                                                                                                                                                                                                                                                                                                                                                                           305572-117    000118
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424523000189AGROCEL - AGROPECUARIA CEARENSE LT      RUA MELVIN JONES, 17 21,25,27 E SENA MADFORTALEZA                               60055450CE47947000010001924201P7627301  20052014900BRADESCO S/A        1906201400000000000090500CC                                                                                                                                                                                                                                                                                                                                                                                           305572-118    000119
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424523000189AGROCEL - AGROPECUARIA CEARENSE LT      RUA MELVIN JONES, 17 21,25,27 E SENA MADFORTALEZA                               60055450CE47947000020001925101P7627302  20052014900BRADESCO S/A        2107201400000000000090500CC                                                                                                                                                                                                                                                                                                                                                                                           305572-119    000120
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424523000189AGROCEL - AGROPECUARIA CEARENSE LT      RUA MELVIN JONES, 17 21,25,27 E SENA MADFORTALEZA                               60055450CE47947000030001926901P7627303  20052014900BRADESCO S/A        1808201400000000000090500CC                                                                                                                                                                                                                                                                                                                                                                                           305572-120    000121
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424523000189AGROCEL - AGROPECUARIA CEARENSE LT      RUA MELVIN JONES, 17 21,25,27 E SENA MADFORTALEZA                               60055450CE47947000040001934001P7628401  20052014900BRADESCO S/A        1906201400000000000036667CC                                                                                                                                                                                                                                                                                                                                                                                           305572-121    000122
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424523000189AGROCEL - AGROPECUARIA CEARENSE LT      RUA MELVIN JONES, 17 21,25,27 E SENA MADFORTALEZA                               60055450CE47947000050001935801P7628402  20052014900BRADESCO S/A        2107201400000000000036667CC                                                                                                                                                                                                                                                                                                                                                                                           305572-122    000123
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424523000189AGROCEL - AGROPECUARIA CEARENSE LT      RUA MELVIN JONES, 17 21,25,27 E SENA MADFORTALEZA                               60055450CE47947000060001936601P7628403  20052014900BRADESCO S/A        1808201400000000000036666CC                                                                                                                                                                                                                                                                                                                                                                                           305572-123    000124
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007156086000195INSTITUTO DE ASSISTENCIA SOCIAL         RUA SAO PAULO, 843                      FORTALEZA                               60030100CE47948000010001969201P7631301  21052014900BRADESCO S/A        2006201400000000000150900CC                                                                                                                                                                                                                                                                                                                                                                                           305572-124    000125
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007156086000195INSTITUTO DE ASSISTENCIA SOCIAL         RUA SAO PAULO, 843                      FORTALEZA                               60030100CE47948000020001970601P7631302  21052014900BRADESCO S/A        2107201400000000000150900CC                                                                                                                                                                                                                                                                                                                                                                                           305572-125    000126
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007156086000195INSTITUTO DE ASSISTENCIA SOCIAL         RUA SAO PAULO, 843                      FORTALEZA                               60030100CE47948000030001971401P7631303  21052014900BRADESCO S/A        1908201400000000000150900CC                                                                                                                                                                                                                                                                                                                                                                                           305572-126    000127
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009445644000168BACHA E COMPANHIA LTDA                  RUA FLORIANO PEIXOTO, 221               FORTALEZA                               60025130CE47949000010001748701P7578302  28042014900BRADESCO S/A        2706201400000000000094605CC                                                                                                                                                                                                                                                                                                                                                                                           305572-127    000128
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009445644000168BACHA E COMPANHIA LTDA                  RUA FLORIANO PEIXOTO, 221               FORTALEZA                               60025130CE47949000020001974901P7631901  21052014900BRADESCO S/A        2006201400000000000194125CC                                                                                                                                                                                                                                                                                                                                                                                           305572-128    000129
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009445644000168BACHA E COMPANHIA LTDA                  RUA FLORIANO PEIXOTO, 221               FORTALEZA                               60025130CE47949000030001975701P7631902  21052014900BRADESCO S/A        2107201400000000000194125CC                                                                                                                                                                                                                                                                                                                                                                                           305572-129    000130
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010462976000130MAQUILAR COM DE MAQUINAS P ESC E A      RUA PERBOYRE E SILVA , 68               FORTALEZA                               60030200CE47950000010001768101P7581302  29042014900BRADESCO S/A        3006201400000000000137800CC                                                                                                                                                                                                                                                                                                                                                                                           305572-130    000131
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010462976000130MAQUILAR COM DE MAQUINAS P ESC E A      RUA PERBOYRE E SILVA , 68               FORTALEZA                               60030200CE47950000020001769001P7581303  29042014900BRADESCO S/A        2807201400000000000137800CC                                                                                                                                                                                                                                                                                                                                                                                           305572-131    000132
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010462976000130MAQUILAR COM DE MAQUINAS P ESC E A      RUA PERBOYRE E SILVA , 68               FORTALEZA                               60030200CE47950000030001874201P7623301  19052014900BRADESCO S/A        1806201400000000000082800CC                                                                                                                                                                                                                                                                                                                                                                                           305572-132    000133
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010462976000130MAQUILAR COM DE MAQUINAS P ESC E A      RUA PERBOYRE E SILVA , 68               FORTALEZA                               60030200CE47950000040001875101P7623302  19052014900BRADESCO S/A        1807201400000000000082800CC                                                                                                                                                                                                                                                                                                                                                                                           305572-133    000134
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010462976000130MAQUILAR COM DE MAQUINAS P ESC E A      RUA PERBOYRE E SILVA , 68               FORTALEZA                               60030200CE47950000050001876901P7623303  19052014900BRADESCO S/A        1808201400000000000082800CC                                                                                                                                                                                                                                                                                                                                                                                           305572-134    000135
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000010001539501P7521303  01042014900BRADESCO S/A        3006201400000000000094747CC                                                                                                                                                                                                                                                                                                                                                                                           305572-135    000136
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000020001658801P7546703  11042014900BRADESCO S/A        1007201400000000000038134CC                                                                                                                                                                                                                                                                                                                                                                                           305572-136    000137
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000030001724001P7563002  22042014900BRADESCO S/A        2306201400000000000056727CC                                                                                                                                                                                                                                                                                                                                                                                           305572-137    000138
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000040001725801P7563003  22042014900BRADESCO S/A        2107201400000000000056726CC                                                                                                                                                                                                                                                                                                                                                                                           305572-138    000139
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000050001913701P7626501  20052014900BRADESCO S/A        1906201400000000000055000CC                                                                                                                                                                                                                                                                                                                                                                                           305572-139    000140
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000060001914501P7626502  20052014900BRADESCO S/A        2107201400000000000055000CC                                                                                                                                                                                                                                                                                                                                                                                           305572-140    000141
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000070001915301P7626503  20052014900BRADESCO S/A        1808201400000000000055000CC                                                                                                                                                                                                                                                                                                                                                                                           305572-141    000142
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000080002064001P7639701  23052014900BRADESCO S/A        2306201400000000000065921CC                                                                                                                                                                                                                                                                                                                                                                                           305572-142    000143
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000090002065801P7639702  23052014900BRADESCO S/A        2207201400000000000065921CC                                                                                                                                                                                                                                                                                                                                                                                           305572-143    000144
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000100002066601P7639703  23052014900BRADESCO S/A        2108201400000000000065920CC                                                                                                                                                                                                                                                                                                                                                                                           305572-144    000145
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007951171000145RECAMONDE ARTEFATOS DE COURO LTDA       AV FRANCISCO SA , 5426                  FORTALEZA                               60310002CE47952000010002015101P7634901  22052014900BRADESCO S/A        2306201400000000000051133CC                                                                                                                                                                                                                                                                                                                                                                                           305572-145    000146
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007951171000145RECAMONDE ARTEFATOS DE COURO LTDA       AV FRANCISCO SA , 5426                  FORTALEZA                               60310002CE47952000020002016001P7634902  22052014900BRADESCO S/A        2107201400000000000051133CC                                                                                                                                                                                                                                                                                                                                                                                           305572-146    000147
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007951171000145RECAMONDE ARTEFATOS DE COURO LTDA       AV FRANCISCO SA , 5426                  FORTALEZA                               60310002CE47952000030002017801P7634903  22052014900BRADESCO S/A        2008201400000000000051134CC                                                                                                                                                                                                                                                                                                                                                                                           305572-147    000148
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007408283000154ACEF-ASSOCIACAO CULTURAL E EDUCACI      RUA ISRAEL BEZERRA , 630                FORTALEZA                               60135460CE47953000010001929301P76262    20052014900BRADESCO S/A        1906201400000000000159563CC                                                                                                                                                                                                                                                                                                                                                                                           305572-148    000149
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007205073000169CONSTRUTORA BETA SA                     AV PRESIDENTE COSTA E SILVA , 2661      FORTALEZA                               60761191CE47954000010001861101P76226    16052014900BRADESCO S/A        1606201400000000000064511CC                                                                                                                                                                                                                                                                                                                                                                                           305572-149    000150
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007205073000169CONSTRUTORA BETA SA                     AV PRESIDENTE COSTA E SILVA , 2661      FORTALEZA                               60761191CE47954000020001938201P7628901  20052014900BRADESCO S/A        1906201400000000000040165CC                                                                                                                                                                                                                                                                                                                                                                                           305572-150    000151
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007205073000169CONSTRUTORA BETA SA                     AV PRESIDENTE COSTA E SILVA , 2661      FORTALEZA                               60761191CE47954000030001939101P7628902  20052014900BRADESCO S/A        2107201400000000000040165CC                                                                                                                                                                                                                                                                                                                                                                                           305572-151    000152
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007205073000169CONSTRUTORA BETA SA                     AV PRESIDENTE COSTA E SILVA , 2661      FORTALEZA                               60761191CE47954000040002005401P76344    21052014900BRADESCO S/A        2006201400000000000018900CC                                                                                                                                                                                                                                                                                                                                                                                           305572-152    000153
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        013822617000134GRAFIMIDIAS COMERCIO DE INFORMATIC      AV ANTONIO BRASILEIRO , 955             SAO GONCALO DO                          62674000CE47955000010002031301P7636201  22052014900BRADESCO S/A        2306201400000000000055500CC                                                                                                                                                                                                                                                                                                                                                                                           305572-153    000154
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        013822617000134GRAFIMIDIAS COMERCIO DE INFORMATIC      AV ANTONIO BRASILEIRO , 955             SAO GONCALO DO                          62674000CE47955000020002032101P7636202  22052014900BRADESCO S/A        2107201400000000000055500CC                                                                                                                                                                                                                                                                                                                                                                                           305572-154    000155
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        013822617000134GRAFIMIDIAS COMERCIO DE INFORMATIC      AV ANTONIO BRASILEIRO , 955             SAO GONCALO DO                          62674000CE47955000030002033001P7636203  22052014900BRADESCO S/A        2008201400000000000055500CC                                                                                                                                                                                                                                                                                                                                                                                           305572-155    000156
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010584496000141TORCEDOR OFICIAL INDUSTRIA DE CONF      R GUILHERME PESSOA, 807                 FORTALEZA                               60841360CE47956000010002045301P7636901  22052014900BRADESCO S/A        2306201400000000000055700CC                                                                                                                                                                                                                                                                                                                                                                                           305572-156    000157
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010584496000141TORCEDOR OFICIAL INDUSTRIA DE CONF      R GUILHERME PESSOA, 807                 FORTALEZA                               60841360CE47956000020002046101P7636902  22052014900BRADESCO S/A        2107201400000000000055700CC                                                                                                                                                                                                                                                                                                                                                                                           305572-157    000158
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010584496000141TORCEDOR OFICIAL INDUSTRIA DE CONF      R GUILHERME PESSOA, 807                 FORTALEZA                               60841360CE47956000030002047001P7636903  22052014900BRADESCO S/A        2008201400000000000055700CC                                                                                                                                                                                                                                                                                                                                                                                           305572-158    000159
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005487219000180C S N CENTRO DE SERVICOS DO NORDES      RUA GONCALVES LEDO, 480                 FORTALEZA                               60110260CE47957000010001922601P7627201  20052014900BRADESCO S/A        1906201400000000000040710CC                                                                                                                                                                                                                                                                                                                                                                                           305572-159    000160
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005487219000180C S N CENTRO DE SERVICOS DO NORDES      RUA GONCALVES LEDO, 480                 FORTALEZA                               60110260CE47957000020001923401P7627202  20052014900BRADESCO S/A        2107201400000000000040710CC                                                                                                                                                                                                                                                                                                                                                                                           305572-160    000161
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005487219000180C S N CENTRO DE SERVICOS DO NORDES      RUA GONCALVES LEDO, 480                 FORTALEZA                               60110260CE47957000030001930701P7627701  20052014900BRADESCO S/A        1906201400000000000044000CC                                                                                                                                                                                                                                                                                                                                                                                           305572-161    000162
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005487219000180C S N CENTRO DE SERVICOS DO NORDES      RUA GONCALVES LEDO, 480                 FORTALEZA                               60110260CE47957000040001931501P7627702  20052014900BRADESCO S/A        2107201400000000000044000CC                                                                                                                                                                                                                                                                                                                                                                                           305572-162    000163
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        008789962000183STYLO VIAGENS E TURISMO LTDA - ME       AVENIDA SANTOS DUMONT , 2626 LJ 01,02,41FORTALEZA                               60150161CE47958000010002020801P7635901  22052014900BRADESCO S/A        2306201400000000000056900CC                                                                                                                                                                                                                                                                                                                                                                                           305572-163    000164
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        008789962000183STYLO VIAGENS E TURISMO LTDA - ME       AVENIDA SANTOS DUMONT , 2626 LJ 01,02,41FORTALEZA                               60150161CE47958000020002021601P7635902  22052014900BRADESCO S/A        2107201400000000000056900CC                                                                                                                                                                                                                                                                                                                                                                                           305572-164    000165
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        008789962000183STYLO VIAGENS E TURISMO LTDA - ME       AVENIDA SANTOS DUMONT , 2626 LJ 01,02,41FORTALEZA                               60150161CE47958000030002022401P7635903  22052014900BRADESCO S/A        2008201400000000000056900CC                                                                                                                                                                                                                                                                                                                                                                                           305572-165    000166
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        012976890000231VICUNHA INDUSTRIA DE IMPLEMENTOS R      R EDUARDO SA , 587                      EUSEBIO                                 61760000CE47959000010001850501P76219    16052014900BRADESCO S/A        1606201400000000000018000CC                                                                                                                                                                                                                                                                                                                                                                                           305572-166    000167
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        012976890000231VICUNHA INDUSTRIA DE IMPLEMENTOS R      R EDUARDO SA , 587                      EUSEBIO                                 61760000CE47959000020001954401P7629801  20052014900BRADESCO S/A        1906201400000000000052033CC                                                                                                                                                                                                                                                                                                                                                                                           305572-167    000168
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        012976890000231VICUNHA INDUSTRIA DE IMPLEMENTOS R      R EDUARDO SA , 587                      EUSEBIO                                 61760000CE47959000030001955201P7629802  20052014900BRADESCO S/A        2107201400000000000052033CC                                                                                                                                                                                                                                                                                                                                                                                           305572-168    000169
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        012976890000231VICUNHA INDUSTRIA DE IMPLEMENTOS R      R EDUARDO SA , 587                      EUSEBIO                                 61760000CE47959000040001956101P7629803  20052014900BRADESCO S/A        1808201400000000000052032CC                                                                                                                                                                                                                                                                                                                                                                                           305572-169    000170
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004988289000150LIRA & BARROS COMERCIO DE INFORMAT      AV SABINO VIEIRA CAVALCANTE , 05        PEDRA BRANCA                            63630000CE47960000010001678201P7552202  14042014900BRADESCO S/A        1306201400000000000026908CC                                                                                                                                                                                                                                                                                                                                                                                           305572-170    000171
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004988289000150LIRA & BARROS COMERCIO DE INFORMAT      AV SABINO VIEIRA CAVALCANTE , 05        PEDRA BRANCA                            63630000CE47960000020001680401P7552702  15042014900BRADESCO S/A        1606201400000000000038000CC                                                                                                                                                                                                                                                                                                                                                                                           305572-171    000172
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004988289000150LIRA & BARROS COMERCIO DE INFORMAT      AV SABINO VIEIRA CAVALCANTE , 05        PEDRA BRANCA                            63630000CE47960000030001681201P7552703  15042014900BRADESCO S/A        1407201400000000000038000CC                                                                                                                                                                                                                                                                                                                                                                                           305572-172    000173
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004988289000150LIRA & BARROS COMERCIO DE INFORMAT      AV SABINO VIEIRA CAVALCANTE , 05        PEDRA BRANCA                            63630000CE47960000040001693601P7555802  16042014900BRADESCO S/A        1606201400000000000020270CC                                                                                                                                                                                                                                                                                                                                                                                           305572-173    000174
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004988289000150LIRA & BARROS COMERCIO DE INFORMAT      AV SABINO VIEIRA CAVALCANTE , 05        PEDRA BRANCA                            63630000CE47960000050001981101P7632701  21052014900BRADESCO S/A        2006201400000000000026400CC                                                                                                                                                                                                                                                                                                                                                                                           305572-174    000175
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004988289000150LIRA & BARROS COMERCIO DE INFORMAT      AV SABINO VIEIRA CAVALCANTE , 05        PEDRA BRANCA                            63630000CE47960000060001982001P7632702  21052014900BRADESCO S/A        2107201400000000000026400CC                                                                                                                                                                                                                                                                                                                                                                                           305572-175    000176
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009350408000168ZIATECH CONSTRUCOES LTDA                RUA ESAU BENICIO, 61                    FORTALEZA                               60135440CE47961000010001919601P7626801  20052014900BRADESCO S/A        1906201400000000000060967CC                                                                                                                                                                                                                                                                                                                                                                                           305572-176    000177
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009350408000168ZIATECH CONSTRUCOES LTDA                RUA ESAU BENICIO, 61                    FORTALEZA                               60135440CE47961000020001920001P7626802  20052014900BRADESCO S/A        2107201400000000000060967CC                                                                                                                                                                                                                                                                                                                                                                                           305572-177    000178
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009350408000168ZIATECH CONSTRUCOES LTDA                RUA ESAU BENICIO, 61                    FORTALEZA                               60135440CE47961000030001921801P7626803  20052014900BRADESCO S/A        1808201400000000000060966CC                                                                                                                                                                                                                                                                                                                                                                                           305572-178    000179
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        063294409000188C R INDUSTRIA COMERCIO DE CONFECCO      RUA WALDIR DIOGO, 95 B                  FORTALEZA                               60764020CE47962000010001958701P7630201  21052014900BRADESCO S/A        2006201400000000000061981CC                                                                                                                                                                                                                                                                                                                                                                                           305572-179    000180
